430	52	206	604
461	597	631	685
89	266	405	607
102	251	1	494
383	10	82	643
466	404	533	978
337	344	577	882
346	492	619
25	414	626	868
106	443	521	890	965
310	698	639	955
236	730	971	953
312	829	965	998
51	432	15	361
263	288	735	828
152	240	305	894	901
66	348	523	977
130	166	640	783
230	300	771	703
401	532	78	505
391	333	352	775
231	562	806	972
448	72	764	719
70	766	912	760
500	68	444	652
246	956	945
399	329	898	773
85	138	641	709
316	275	612	814
409	455	680	656
167	906	943	834
450	758	894	958
259	328	689	912
92	791	883	937
203	449	794	798
226	451	180	995
279	436	467	674
212	186	797	878
634	839	621	743
291	265	539	864
242	76	667
557	70	170	675
112	349	201	261
303	374	773	931
107	219	818
463	503	321	978
275	726	667
374	682	896	664
504	556	986	644
174	93	346	731
380	3	366	730
221	558	932	982
143	829	960	924
25	708	813	934
185	80	622	964
531	75	163	642
41	584	726	915
321	330	669	795
806	900	683	693
13	109	351	198	652
514	226	296	936
301	413	854	825
48	692	725	992
530	479	563	674
13	368	294	977
107	494	594	930
182	610	839	868
158	286	875	882
333	24	147	832
410	391	927	747
274	564	309	555
257	167	723	844
458	228	428	643
312	890	724	790
366	491	715	949
557	243	676	690
176	514	527	648	953
102	441	948	987
510	594	740	889
223	326	853	693
415	416	694
471	506	933	712
464	27	104	932
235	346	341	566
365	573	264	456
373	518	583	835
336	494	434	611
166	560	628	952
78	216	166	604
302	485	219	813
119	468	799	858
424	515	264	859
296	632	305	891
14	475	884	845
246	333	224	512
262	283	20	297
462	615	580	690
486	9	47	808
416	100	817	762
400	60	506	814
317	585	663	960
711	849	836	867
320	416	144	866
132	405	701	971
241	500	931	940
72	157	146	272	866
482	983	679	836
150	656	908	991
258	603	773	692
57	255	502	965
180	870	823	966
596	308	602	783
30	429	438	738
248	388	58	613
66	195	273	699
140	549	6	775
339	552	989	699
105	268	534	843
592	619	741	893
290	334	406	597
631	95	381	802
28	22	528	794
466	511	178	454
61	512	101	662
403	585	74	848
413	524	863	726
270	603	797	917
171	404	614	853
47	253	897	737
455	409	557	767
307	945	750	779
540	795	831	806
381	462	969	901
99	588	133	878
652	161	631	739
173	460	786	803
19	618	169	664	774
508	614	635	824
84	276	636	884
508	50	376	710
456	81	515	736
462	120	128	739	912
409	566	249	792
420	670	672	700
255	699	280	954
11	659	909	822
128	305	236	969
228	214	574	928
411	292	975	775
511	111	383	846
457	871	879	915
207	378	924	979
609	386	440	973
583	993	891
91	3	695	974
402	657	535	942
350	433	637	904
417	301	961	742
76	546	356	863
345	630	244	847
474	481	807	977
362	185	222
200	306	808	857
184	329	26	578
191	505	865	881
478	168	445	854
178	214	480	97	779
392	498	627	906	957
86	629	789	888
77	278	478	618
271	602	612	112	681
128	240	51	766
223	470	751	798
285	39	882
50	567	108	606
277	235	605	935
518	233	546	984
142	280	106	160
59	479	337	946
394	432	328	570
130	142	696	786
214	473	684	784
141	668	293	464
137	690	697	766
209	315	634	822	826
674	277	946	843
385	713	993	969
220	396	594	964
103	38	394	778
387	389	909	953
285	897	779	903
487	354	625	906
469	290	411	942
377	414	787	846
177	686	856	895
540	728	20	231
41	847	879	862
29	309	121	478
383	377	926	830
34	68	19	907
75	37	871	904
147	288	221	464
346	587	79	239
274	377	820	934
465	579	878	944
59	181	49	332
54	133	654
125	345	431	852
90	578	399	941
218	153	423	947
579	727	739	901
79	435	685	848
323	398	166	173
117	545	298	799
71	85	115	167
473	574	453	513
158	253	344	540
599	664	490	582
382	692	931	805
671	576	704	927
15	103	236	982
136	248	831	876
120	439	543	260	744
454	722	686	746
44	812	945	939
1	522	972	900
287	498	249	392
538	573	96	667	988
300	263	737	804
190	77	281
691	63	736	921
499	749	476	996
207	943	984	855
338	724	443	457
441	629	924	981
368	589	54	66
199	698	143	287
193	45	930	816
321	590	677	820
553	687	470	613
385	554	242	373
593	682	4	399
164	728	191	590
646	769	274	887
31	68	437	873
229	294	66	402
68	370	676	940
303	691	921	898
228	458	784	929
12	520	774	818
577	614	483	687
523	323	716	952
344	718	653	925
89	380	944
94	512	511	967
377	371	550	830
780	237	511	856
645	459	609	923
584	655	918	933
69	281	173	898
204	476	302	793
415	654	465	493
399	805	412	600
27	288	838	970
52	759	545	794
243	241	265	849
423	740	522	701
297	666	865	995
20	376	390	693
87	546	373	617
396	740	119	182
56	83	836	840
496	570	832	877
568	608	74	979
206	754	811	922
687	777	841	925
97	828	624	857
152	502	31	95
362	197	586	980
250	641	385	891
529	827	657	662
486	252	548	925
306	819	200	202
594	622	45	485
265	40	827	867
123	831	279	337
160	426	56	420
123	673	741	872
352	103	627	927
192	415	649	866
550	705	749	967
715	752	127	547
93	680	235	767
516	657	290	821
142	188	56	421
395	400	146	325
484	107	763	941
635	683	33	349
617	353	721	992
247	788	895	957
454	750	207	812
718	832	288	486
77	117	646	913
275	647	365	914
512	872	945	983
58	386	26	874
169	258	433	752
681	714	417	447
290	410	238	595
720	316	823	918
658	845	536	661
118	161	657	840
88	622	362	564
156	541	292	951
666	14	407	881
706	756	338	382
482	860	426	843
521	800	907	938
325	861	139	357
11	623	947	972
105	551	324	777
523	828	937
689	760	472	593
175	706	752	369	904
131	469	311	429
297	720	35	870
729	562	623	911
195	276	300	589
649	99	694
372	477	5	442
321	139	973
799	46	315	889
114	497	441	724
129	634	182	887
338	629	403	565
648	835	176	709
539	317	406	997
307	517	177	674	935
571	587	7	296
378	467	750	855
446	603	48	77
684	746	214	527
582	815	190	803
207	533	165	237
349	614	159	781
95	766	571	688
330	470	53	948
279	344	47	746
712	879	452	756
197	103	115	993
586	723	150	747
507	755	369	873
222	245	322	663
701	745	418	982
260	439	148	393
135	436	218	882
51	579	588	697
217	327	187	858
457	859	175	915
612	914	447	706
148	342	496	990
18	682	184	192
295	424	814	865
78	191	227	986
110	267	303	520
347	803	184	786
52	299	274	830
129	510	528	813
790	608	707	991
808	831	553	837
111	754	10	203
625	775	844
269	513	554	518	703
804	333	990	956
219	793	12	621
599	774	520	660
315	542	607	638
175	637	422	814
58	359	609	759
379	426	731	893
134	513	616
328	877	589	977	959
370	34	873	960
312	421	780	983
243	317	660	802
412	764	64	852
100	711	189	748
586	788	525	991
98	544	760	809
686	780	581	860
734	741	123	320
65	875	387	765
483	902	159	633
48	488	495	630
381	363	961
484	869	208	976
43	206	643	807
632	745	50	567
230	700	195	348
170	431	79	566
178	581	929	967
287	723	183	855
471	547	587	995
481	496	260	937
322	608	656	938
73	713	950	109	543
250	502	145	554
29	38	197	257
159	163	610	743
403	568	565	665
60	536	67	666
810	956	335	846
172	202	227	449
688	702	152	742
92	819	259	537
3	567	11	659
218	781	577	875
359	886	94	708
422	495	112	710
334	704	6	410
375	951	170	334
620	937	572	716
254	601	111	561
151	829	44	707
445	525	87	834
75	322	338	790
361	909	607	776
379	662	860	939
87	788	732	1000
353	397	198	374
203	604	223	919
53	427	251	633
308	365	106	783
277	672	426	534
916	929	383	458
183	943	663	924
271	507	618	854
709	742	543	905
146	324	526
591	958	108	823
302	787	425	519
143	150	392	892
93	517	339	568
198	21	190
256	984	33	533
